Commune,Wilaya,Statut,Pop_1998,Pop_2008,Taux_Croissance,Pop_2026,Pop_Tahat_2008,Taux_Activite_2008,Indicateur_Jeunesse_2008,Pop_Active_Est_2026,Jeunesse_Scolarisee_Est_2026,Zone_Sismique,Coef_Acceleration,Nombre_Total_Polices_assurances_seismes,Bien immobilier,Installation commerciale,Installation industrielle,Nb_Zones_Industrielles,Nb_Zones_Activite,Descriptions_ZI,Nb_Agences_GAM,Nb_Agences_Concurrents_Total,Nb_Agences_SAA,Nb_Agences_ALLIANCE,Nb_Agences_AXA,Nb_Agences_CAAR,Nb_Agences_CAAT,Nb_Agences_CASH,Nb_Agences_CIAR,Nb_Agences_TRUST,Concurrents_Noms,Has_GAM,Nb_Agences_GAM2,Capacite_Agences_Theorique,Deficit_Agences,Chiffre_Affaires_Potentiel_DA,Probabilite_Succes_%,Score_IA_Predictif,Lat_Commune,Lon_Commune,ar_name,post_code,Rank_National,Rank_Wilaya
Oued El Kheir,Mostaganem,Commune,14700,17359,1.68,23415,37230,39.7,89,9296,20839,2,0.15,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,6972000,15.98373884,14.69,35.9498792,0.3768825,واد الخير,27009,434,11
Mazagran,Mostaganem,Commune,15120,22016,3.83,43299,,42,88.75,9296,19882.5,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2,2,6972000,28.48373884,14.69,35.896479,0.072953,,,434,11
El M'hir,Bordj Bou Arreridj,Commune,15160,17492,1.44,22630,22402,42,93,9505,21046,2,0.15,77,67,10,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,7128750,16.062063,14.69,36.093581,4.300047,,,434,6
Ouled Dahmane,Bordj Bou Arreridj,Commune,14777,16501,1.11,20127,10190,40.9,93.6,8232,18839,2,0.15,31,24,7,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,6174000,15.58499764,14.69,36.3018,3.4662,أولاد دحمان,34018,434,6
Aïn Nouïssy,Mostaganem,Commune,11389,14530,2.47,22525,,42,88.75,9296,19882.5,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,6972000,15.98373884,14.69,35.8032737,0.0398253,عين نويسي,27005,434,11
Fornaka,Mostaganem,Commune,14371,16543,1.42,21313,28790,43.2,88.8,9207,18926,2,0.15,13,11,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,6905250,15.95038548,14.69,35.7604979,-0.0327569,فرناكة,27003,434,11
Guellal,Sétif,Commune,19886,21385,0.73,24374,15715,38.9,92.4,9481,22522,2,0.15,3,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,7110750,16.05306884,14.69,36.036461,5.2209924,قلال,19048,434,13
M'Kira,Tizi Ouzou,Commune,17328,17690,0.21,18361,6113,46.5,94.8,8538,17406,2,0.15,3,1,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,6403500,15.69967321,14.69,36.631568,3.783001,,,434,8
Bitam,Batna,Commune,9270,11855,2.49,18458,3004,43.4,89,8011,16428,1,0.1,2,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,6008250,15.5021764,14.58,35.1772246,4.9980505,بيطام,5014,464,12
Maarif,M'Sila,Commune,10990,13269,1.9,18627,5077,42.6,53.5,7935,9965,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5951250,15.47369489,14.58,35.360452,4.1652669,المعاريف,28029,464,16
Beni Ounif,Béchar,Commune,8199,10732,2.73,17424,3183,45.2,86,7876,14985,0.5,0.05,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5907000,15.45158424,14.58,32.0512638,-1.2519046,بني ونيف,8021,464,2
Sefiane,Batna,Commune,11939,14327,1.84,19893,9033,40.7,85.9,8096,17088,1,0.1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,6072000,15.53403072,14.58,35.4280853,5.5186532,سفيان,5024,464,12
Ouled Hamla,Oum El Bouaghi,Commune,11019,13112,1.75,17932,3878,42.8,73.3,7675,13144,1,0.1,39,11,28,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5756250,15.37625813,14.55,36.0811426,6.3334038,أولاد حملة,4010,468,11
Foughala,Biskra,Commune,9713,12488,2.54,19631,3040,38.2,96.4,7499,18924,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5624250,15.31030094,14.55,34.7598362,5.2212069,فوغالة,7026,468,9
Medroussa,Tiaret,Commune,9038,11428,2.37,17434,18722,44.7,86.4,7793,15063,1,0.1,4,3,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5844750,15.42047943,14.55,35.1752197,1.1979175,مدروسة,14002,468,10
Béni Abbès,Béchar,Commune,8850,10885,2.09,15799,3091,47.7,95.7,7536,15120,0.5,0.05,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5652000,15.32416694,14.55,30.1302299,-2.1782542,بني عباس,8007,468,3
Kenadsa,Béchar,Commune,11667,13492,1.46,17526,5121,44.1,95.5,7729,16737,0.5,0.05,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5796750,15.39649499,14.55,31.554532,-2.432661,,,468,3
Cheria,Tébessa,Commune,64638,75344,1.54,99279,20148,39,93.1,38719,92429,1,0.1,24,23,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,1,1,6,5,29039250,12.90204139,14.53,35.267904,7.7355765,الــشــريــعـة,12003,473,6
Les Eucalyptus,El Djazaïr [Algiers],Commune,96310,116107,1.89,162553,27565,44.2,92.9,71848,151012,0,0,1214,321,889,4,0,0,,1,5,3,1,0,0,0,0,1,0,SAA|ALLIANCE|CIAR,1,1,10,4,53886000,14,14.35,36.668168,3.1306093,الكليتوس,16033,474,24
Aïn Naga,Biskra,Commune,10054,12032,1.81,16624,12574,47.2,94.6,7847,15726,4,0.25,45,42,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5885250,15.44071629,14.22,34.6508231,6.0189093,عين الناقة,7014,475,10
Tiberkanine,Aïn Defla,Commune,14907,16384,0.95,19421,42465,38.6,94.7,7497,18392,3,0.2,504,463,41,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5622750,15.30955143,14.22,36.1024,1.6342,تبركانين,44035,475,16
Rasfa,Sétif,Commune,14025,16075,1.37,20549,,41.9,92.3,7875,16908,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5906250,15.45120948,14.12,35.809992,5.26619,,,477,17
Aïn Legraj,Sétif,Commune,17100,14668,-1.52,11129,,41.9,92.3,7875,16908,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5906250,2.951209481,14.12,36.4102318,4.7998641,عين لڨراج,19013,477,17
Oued Cheham,Guelma,Commune,11765,14043,1.79,19312,9050,41.2,91.8,7957,17728,2,0.15,3,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5967750,15.48193953,14.12,36.3814206,7.75918,وادي الشحم,24033,477,7
Oued El Barad,Sétif,Commune,3013,2333,-2.53,1472,,41.9,92.3,7875,16908,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5906250,2.951209481,14.12,36.4982198,5.3679794,واد البارد,19057,477,17
Chorfa,Bouira,Commune,14850,16173,0.86,18858,6132,42.8,93.5,8071,17632,2,0.15,59,19,37,3,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,6053250,15.52466181,14.12,36.3782491,4.3082238,الشرفاء,10017,477,7
Maoklane,Sétif,Commune,15201,15715,0.33,16684,,41.9,92.3,7875,16908,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5906250,15.45120948,14.12,36.396686,5.076977,,,477,17
Guelta Zerka,Sétif,Commune,14110,15472,0.93,18263,,41.9,92.3,7875,16908,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5906250,15.45120948,14.12,36.2047344,5.6012867,القلتة الزرقاء,19056,477,17
Tinerkouk,Adrar,Commune,13393,15980,1.78,21960,15980,36.5,87.2,8015,19149,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,6011250,15.50367543,14.12,29.708777,0.6955288,زاوية دباغ,1016,477,8
Chorfa,Mascara,Commune,2047,2608,2.45,4033,6132,42.8,93.5,8071,17632,2,0.15,59,19,37,3,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6053250,3.024661805,14.12,36.3782491,4.3082238,الشرفاء,10017,477,11
Mendes,Relizane,Commune,13331,15127,1.27,18991,11632,42,94.4,7976,17928,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5982000,15.48905991,14.12,35.587,0.8624,مندس,48028,477,10
Ouled Si Ahmed,Sétif,Commune,9456,10238,0.8,11812,,41.9,92.3,7875,16908,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5906250,2.951209481,14.12,35.90126,5.191133,,,477,17
Belaa,Sétif,Commune,14593,14666,0.05,14798,,41.9,92.3,7875,16908,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5906250,2.951209481,14.12,36.2217494,5.7975172,البلاعة,19025,477,17
Layoune,Tissemsilt,Commune,20580,20579,0,20577,8843,39.3,93.8,8087,19301,2,0.15,6,5,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,6065250,15.53065791,14.12,35.6316,1.9995,العيون,38010,477,5
Aït Naoual Mezada,Sétif,Commune,6562,5630,-1.52,4273,,41.9,92.3,7875,16908,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5906250,2.951209481,14.12,36.5453859,5.0547929,آيت نوال مزادة,19051,477,17
Bazer Sakhra,Sétif,Commune,25586,27996,0.9,32920,,41.9,92.3,7875,16908,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2,2,5906250,27.95120948,14.12,36.0795448,5.6140969,بازر الصخرة,19031,477,17
Froha,Mascara,Commune,11969,13769,1.41,17718,20711,42.5,89.6,7530,15875,2,0.15,15,15,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5647500,15.3219184,14.09,35.24,0.1263,فروحة,29013,492,12
Djebahia,Bouira,Commune,14630,15592,0.64,17486,7504,44.4,93.8,7764,16402,2,0.15,7,6,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5823000,15.40961148,14.09,36.4603324,3.6520932,الجباحية,10026,492,8
Bouandas,Sétif,Commune,15556,16966,0.87,19834,3675,38.2,95.6,7577,18961,2,0.15,4,2,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5682750,15.33953197,14.09,36.5042094,5.0698679,بوعنداس,19030,492,26
Ouamri,Médéa,Commune,14724,15978,0.82,18510,27919,40.6,92.1,7515,17048,2,0.15,11,4,7,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5636250,15.31629705,14.09,36.2537814,2.4798606,عوامري,26043,492,7
Zaouiet Kounta,Adrar,Commune,14531,17116,1.65,22982,17116,33,93.1,7584,21396,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5688000,15.34215526,14.09,27.2293681,-0.2202846,زاوية كنتة,1011,492,9
El Guettar,Relizane,Commune,13718,15422,1.18,19040,20069,39.3,92.6,7483,17631,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5612250,15.30430483,14.09,36.0236,0.8157,القطارة,48015,492,11
Bordj El Kiffan,El Djazaïr [Algiers],Commune,103690,151950,3.9,302298,20006,46.5,91.5,140569,276603,4,0.25,717,528,180,9,0,0,,1,7,2,0,2,0,0,0,3,0,SAA|AXA|CIAR,1,1,20,12,105426750,14,13.88,36.7533604,3.1868338,برج الكيفان,16030,498,25
Berriane,Ghardaïa,Commune,24802,30200,1.99,43047,17801,38.7,95.1,16659,40938,0,0,1,1,0,0,0,0,,0,2,2,0,0,0,0,0,0,0,SAA,0,0,2,0,12494250,6.243072856,13.79,32.7919,3.7628,بريان,47004,499,9
El Outaya,Biskra,Commune,8787,11155,2.41,17140,6497,42.4,78,7267,13369,1,0.1,4,2,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5450250,15.22335737,13.73,34.9772883,5.4401959,لوطاية,7019,500,11
Bekkaria,Tébessa,Commune,7551,9917,2.76,16198,10286,45.2,85.8,7321,13898,1,0.1,4,2,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5490750,15.24359424,13.73,35.3666661,8.2412452,بكارية,12017,500,7
Sidi Chami,Oran,Commune,58857,104498,5.91,293674,5860,46.7,84.7,137146,248742,2,0.15,81,71,10,0,0,0,,1,0,0,0,0,0,0,0,0,0,,1,1,19,18,102859500,14,13.69,35.5859,-0.5191,سيدي الشحمي,31013,502,19
Gosbat,Batna,Commune,15778,17074,0.79,19681,22124,37.3,83.7,7341,16473,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5505750,15.25108937,13.63,35.6198308,5.3394309,القصبات,5039,503,14
Mellakou,Tiaret,Commune,11404,13107,1.4,16839,4930,43.8,71.6,7375,12057,1,0.1,13,4,8,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5531250,15.2638311,13.63,35.2514714,1.2272501,ملاكو,14012,503,11
Sed Rahal,Djelfa,Commune,11812,13693,1.49,17865,1809,41.4,70.5,7396,12595,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5547000,15.27170099,13.63,33.9518497,3.2188654,سد رحال,17006,503,22
Aïn El Hadid,Tiaret,Commune,13358,15482,1.49,20192,10763,36.3,88.5,7330,17870,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5497500,15.24696705,13.63,35.0604573,0.8713103,عين الحديد,14018,503,11
Mansourah,Mostaganem,Commune,15641,18216,1.54,23966,4704,40.3,89,9658,21330,1,0.1,42,42,0,0,0,0,,0,2,0,1,0,0,0,0,1,0,ALLIANCE|CIAR,0,0,1,0,7243500,3.619400783,13.59,34.8704299,-1.389299,المنصورة,13051,507,19
Mansourah,Tlemcen,Commune,35697,49150,3.25,87403,4704,40.3,89,9658,21330,1,0.1,42,42,0,0,0,0,,0,2,0,1,0,0,0,0,1,0,ALLIANCE|CIAR,0,0,5,3,7243500,41.11940078,13.59,34.8704299,-1.389299,المنصورة,13051,507,10
Hamma Bouziane,Constantine,Commune,58307,79952,3.21,141132,20215,44.3,93.8,62521,132382,2,0.15,825,158,666,1,0,0,,1,1,0,0,0,1,0,0,0,0,CAAR,1,1,9,7,46890750,14,13.45,36.4279139,6.4871452,حامة بوزيان,25002,509,8
Khams Djouamaa,Médéa,Commune,7588,10291,3.09,17810,22431,40.7,91.6,7249,16314,2,0.15,11,7,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5436750,15.21661175,13.44,36.1478178,3.0538534,خمس جوامع,26063,510,8
Ahl El Ksar,Bouira,Commune,12315,13354,0.81,15450,15592,47.2,91.7,7292,14168,2,0.15,28,27,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5469000,15.23272629,13.44,36.2426022,3.9606117,أھل القصر,10022,510,9
Teleghma,Mila,Commune,40846,48028,1.63,64286,,43.5,93.85,9626,20263,2,0.15,,,,,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,4,3,7219500,41.10740857,13.43,36.11802,6.358109,,,512,10
Ahmed Rachedi,Mila,Commune,14489,15819,0.88,18528,,43.5,93.85,9626,20263,2,0.15,,,,,0,0,,0,2,2,0,0,0,0,0,0,0,SAA,0,0,1,0,7219500,3.607408566,13.19,36.3273,6.1249,أحمد راشدي,43011,513,11
Bir El Djir,Oran,Commune,73029,152151,7.62,570266,12729,46.8,90.6,266884,516661,2,0.15,1399,1182,215,2,0,0,,1,4,0,1,1,0,0,0,2,0,ALLIANCE|AXA|CIAR,1,1,38,33,200163000,14,13.14,35.6729,-0.5548,بئر الجير,31003,514,20
Mascara,Mascara,Province Capital,87512,108587,2.18,160124,,45.9,87.7,469770,11182.5,2,0.15,2234,2226,6,2,0,0,,1,5,1,1,0,1,0,0,2,0,SAA|ALLIANCE|CAAR|CIAR,1,1,10,4,352327500,14,13,35.3185,0.1511,مـعـسـكـر,29001,515,13
Ghassoul,El Bayadh,Commune,5179,7880,4.29,16774,3795,41.9,77.5,7028,13000,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5271000,15.13379051,12.95,33.3099,1.203,غسول,32005,516,5
Sidi Tifour,El Bayadh,Commune,2930,5565,6.63,17658,20579,40.1,91.3,7081,16122,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5310750,15.15365261,12.95,33.6512,1.6837,سيدي طيفور,32022,516,5
Safsaf,Mostaganem,Commune,12492,13980,1.13,17119,18576,40.5,89,6933,15236,2,0.15,97,17,78,2,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5199750,15.09818861,12.95,35.8436642,0.3698229,صفصاف,27030,516,20
El Hamadna,Relizane,Commune,16990,20805,2.05,29959,,41.65,91.1,6956.5,14639,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5217375,15.1069954,12.95,35.8367,0.7498,الحمادنة,48007,516,12
Djidioua,Relizane,Commune,29263,33835,1.46,43939,,41.65,91.1,6956.5,14639,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2,2,5217375,27.6069954,12.95,,,,,516,12
Belassel Bouzegza,Relizane,Commune,10933,12905,1.67,17394,,41.65,91.1,6956.5,14639,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5217375,15.1069954,12.95,35.821159,0.49059,,,516,12
Had Echkalla,Relizane,Commune,6873,6712,-0.24,6432,,41.65,91.1,6956.5,14639,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5217375,2.606995397,12.95,35.616,1.1481,حد الشقالة,48034,516,12
Hamri,Relizane,Commune,9181,10173,1.03,12236,,41.65,91.1,6956.5,14639,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5217375,2.606995397,12.95,36.042,-0.379,الحمري,48016,516,12
Taghzout,El Oued,Commune,11147,13934,2.26,20822,59746,44.4,93.9,7025,14858,2,0.15,23,22,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5268750,15.13266624,12.95,36.4161178,3.9036414,تاغزوت,10009,516,17
Ouled Aiche,Relizane,Commune,9075,8916,-0.18,8637,,41.65,91.1,6956.5,14639,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5217375,2.606995397,12.95,35.7788,0.9998,أولاد يعيش,48005,516,12
Hammam N'Bail,Guelma,Commune,15854,16199,0.22,16839,7688,41.8,94.7,7039,15947,2,0.15,6,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5279250,15.13791283,12.95,36.325516,7.640326,,,516,8
El Asnam,Bouira,Commune,12060,13213,0.92,15573,9685,45.2,94.1,7039,14654,2,0.15,42,39,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5279250,15.13791283,12.95,36.3709809,3.8941923,الأصنام,10002,516,10
Taghzout,Bouira,Commune,11940,13203,1.01,15823,59746,44.4,93.9,7025,14858,2,0.15,23,22,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5268750,15.13266624,12.95,36.4161178,3.9036414,تاغزوت,10009,516,10
Bekkouche Lakhdar,Skikda,Commune,14092,15176,0.74,17342,15176,40.8,92.9,7076,16111,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5307000,15.15177883,12.95,36.7011643,7.2953939,بكوش لخضر,21007,516,21
Settara,Jijel,Commune,13748,15155,0.98,18060,15155,38.9,95.4,7025,17229,2,0.15,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5268750,15.13266624,12.95,36.7183649,6.324544,السطارة,18011,516,7
Zemmora,Relizane,Commune,25272,30027,1.74,40953,,41.65,91.1,6956.5,14639,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2,2,5217375,27.6069954,12.95,35.720504,0.759425,,,516,12
Bir Ghbalou,Bouira,Commune,9141,11016,1.88,15413,9311,45.1,91.8,6951,14149,2,0.15,11,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5213250,15.10493423,12.95,36.268461,3.5073827,بئر غبالو,10036,516,10
Aïn Tolba,Aïn Témouchent,Commune,11188,12485,1.1,15210,42284,45.4,94.2,6905,14328,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5178750,15.08769542,12.95,35.1828,-1.2497,عين الطلبة,46018,516,7
Boudjima,Tizi Ouzou,Commune,15771,15628,-0.09,15374,10688,46.3,93,7118,14298,2,0.15,118,114,1,3,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5338500,15.16751861,12.87,36.8046355,4.1193574,بوجيمة,15055,534,10
Djemaa Beni Habibi,Jijel,Commune,13032,14652,1.18,18092,14652,39.7,93.8,7183,16970,2,0.15,9,9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5387250,15.1918778,12.87,36.809857,6.1050402,الجمعة بني حبيبي,18025,534,8
El Atteuf,Ghardaïa,Commune,12713,14752,1.5,19281,10171,36.9,91.8,7115,17700,2,0.15,2,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5336250,15.16639434,12.87,32.4101,3.7491,العطف,47007,534,10
Oued Seguen,Mila,Commune,11792,13319,1.23,16583,13319,43.5,92,7214,15256,2,0.15,69,18,51,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5410500,15.20349526,12.87,36.1079,6.4188,وادى سقان,43007,534,12
Beni Dergoun,Relizane,Commune,10540,12364,1.61,16479,12253,43.8,92.5,7218,15243,2,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5413500,15.20499429,12.87,35.7164,0.7993,بني درقن,48013,534,19
Amourah,Djelfa,Commune,5879,7744,2.79,12716,,40.6,70.7,10077,19389,1,0.1,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0,0,7557750,3.776423865,12.85,34.3553852,3.8660287,عمورة,17034,539,23
Sidi Abdelli,Tlemcen,Commune,16500,18222,1,21787,18222,44.7,94.1,9739,20502,1,0.1,,,,,0,0,,0,1,0,0,1,0,0,0,0,0,AXA,0,0,1,0,7304250,3.64975608,12.85,35.0652344,-1.1432004,سيدي العبدلي,13034,539,11
Aïn Feka,Djelfa,Commune,16842,23404,3.35,42316,,40.6,70.7,10077,19389,1,0.1,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,2,1,7557750,16.27642386,12.85,35.426651,3.577604,,,539,23
Tiaret,Tiaret,Province Capital,165899,201263,1.95,284984,,37.4,88.5,417988,10621,1,0.1,1301,682,541,78,0,0,,2,7,0,1,2,1,1,1,1,0,ALLIANCE|AXA|CAAR|CAAT|CASH|CIAR,1,2,18,9,313491000,14,12.69,35.3599696,1.3215754,تيارت‎,14001,542,13
Tolga,Biskra,Commune,42316,55809,2.81,91847,12702,41.7,86.3,38300,79264,1,0.1,30,29,1,0,0,0,,1,1,0,0,0,0,0,0,1,0,CIAR,1,1,6,4,28725000,12.87063678,12.67,34.894129,4.9483543,طولقة,7021,543,12
Bir Mourad Raïs,El Djazaïr [Algiers],Commune,43254,45345,0.47,49367,48869,49.5,93.4,24437,46109,0,0,530,434,89,7,0,0,,0,6,1,1,1,0,0,0,3,0,SAA|ALLIANCE|AXA|CIAR,0,0,3,0,18327750,9.15793093,12.66,36.730271,3.0257462,بير مراد رايس,16009,544,26
Khenchela,Khenchela,Province Capital,87196,108580,2.22,161141,,44.1,91.05,229434,9366,1,0.1,390,387,3,0,0,0,,1,7,0,2,1,1,1,1,1,0,ALLIANCE|AXA|CAAR|CAAT|CASH|CIAR,1,1,10,2,172075500,9,12.53,35.3678,7.1439,خنشلة,40001,545,5
Souk Ahras,Souk Ahras,Province Capital,116745,155259,2.89,259376,,47.4,90.1,285030,7620,1,0.1,3,3,0,0,0,0,,1,7,1,1,1,1,0,0,3,0,SAA|ALLIANCE|AXA|CAAR|CIAR,1,1,17,9,213772500,14,12.53,36.2232,7.9541,سوق أهراس,41001,545,4
Sidi Aïssa,M'Sila,Commune,57270,72062,2.32,108970,125573,42.3,92.1,46094,100361,4,0.25,599,324,274,1,0,0,,1,2,1,0,0,0,0,0,1,0,SAA|CIAR,1,1,7,4,34570500,13.45480761,12.52,35.8255783,3.6556044,سيدي عيسى,28016,547,17
El Oued,El Oued,Province Capital,105256,134699,2.5,209979,,40.9,90.5,415229,16622,0,0,330,116,211,3,0,0,,1,6,0,2,2,1,0,1,0,0,ALLIANCE|AXA|CAAR|CASH,1,1,13,6,311421750,14,12.49,33.3018,6.8665,الوادي,39001,548,18
Kouinine,El Oued,Commune,7571,10076,2.9,16855,5543,41.6,83,7012,13990,0,0,6,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5259000,15.1277944,12.45,33.3386,6.8253,كوينين,39007,549,19
Harchoun,Chlef,Commune,14869,17873,1.86,24891,17873,39.5,94.6,9832,23547,4,0.25,,,,,0,0,,0,3,0,0,0,0,3,0,0,0,CAAT,0,0,1,0,7374000,3.684608459,12.36,36.1184786,1.4187143,حرشون,2009,550,24
Beni Douala,Tizi Ouzou,Commune,21891,21551,-0.16,20952,15771,47.4,92.6,9931,19402,2,0.15,85,79,6,0,0,0,,0,3,1,0,0,1,0,0,1,0,SAA|CAAR|CIAR,0,0,1,0,7448250,3.721709378,12.36,36.6234865,4.0457361,بني دوالة,15032,550,11
Ferdjioua,Mila,Commune,40441,50167,2.18,73942,50167,44.6,94.9,32978,70171,2,0.15,13,12,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,1,1,4,3,24733500,9.971745683,12.22,36.345,5.9464,فرجيوة,43002,552,13
Beni Boussaïd,Tlemcen,Commune,11894,13182,1.03,15862,13182,44.1,84.2,6995,13356,1,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5246250,15.12142353,12.2,34.6490781,-1.762104,بني بوسعيد,13038,553,12
Oumache,Biskra,Commune,8175,10336,2.37,15766,33509,44.4,92.6,7000,14599,1,0.1,5,2,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5250000,15.12329732,12.2,34.586303,5.5181413,أوماش,7002,553,13
El Kantara,Biskra,Commune,9430,11415,1.93,16099,9852,43.9,92.8,7067,14940,1,0.1,5,1,4,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5300250,15.14840602,12.2,35.2052532,5.5062642,القنطرة,7017,553,13
Aïn Yagout,Batna,Commune,8988,10856,1.91,15250,4142,45.4,94.8,6923,14457,1,0.1,3,2,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,5192250,15.09444105,12.2,35.7864482,6.2679257,عين ياقوت,5022,553,15
